Joint Number,Joint Length [ft],WT [in],"Distance to U/S GW 
[ft]","Distance to D/S GW 
[ft]","ILI Wheel Count 
[ft.]",Event Description,ID/OD,"Metal Loss Depth 
[%]","Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Width [in],"O'clock
[hh:mm]",Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2015
240,40.312,0.344,39.459,0.853,567.743,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,2.5,2.4,04:35:00,EXT ML,10,N,N,5.97,193.351,03:20,7.959,CMFL,1025,65000,E.R. WELD,24,1341.6,1506.0,2091.6,1457.3,2024.0,1497.4,2079.7,0.681,1.123,1.0,1.2,120.0,12.0271032,ft,63.5,in,60.959999999999994,in,16.0,120.0,gene,True,True,True,4556.608471200461
250,40.135,0.344,,,568.596,Girth Weld,,,,,,,,,,,,,GIRTH WELD,14,,,5.97,193.42,02:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
250,40.135,0.344,2.428,37.707,571.024,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.0,1.9,05:58:00,EXT ML,14,N,N,5.97,193.614,02:20,22.829,CMFL,1025,65000,E.R. WELD,24,1341.6,1525.7,2119.0,1491.7,2071.8,1521.2,2112.8,0.672,1.137,1.0,1.2,150.0,0.7400544,ft,50.8,in,48.26,in,13.0,150.0,gene,True,True,True,-122.40808654574863
250,40.135,0.344,3.894,36.243,572.487,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.8,2.3,06:01:00,EXT ML,14,N,N,5.97,193.725,02:20,23.248,CMFL,1025,65000,E.R. WELD,24,1341.6,1515.8,2105.3,1463.7,2032.9,1509.6,2096.6,0.676,1.13,1.0,1.2,180.0,1.1868912,ft,71.11999999999999,in,58.419999999999995,in,11.0,180.0,gene,True,True,True,62.82694015231368
250,40.135,0.344,4.905,35.23,573.501,Metal Loss,External,16.0,0.055,31.0,CIGR,25.0,,,,1.1,2.7,05:58:00,EXT ML,14,N,N,5.97,193.802,02:20,22.829,CMFL,1025,65000,E.R. WELD,24,1341.6,1538.2,2136.5,1526.0,2119.4,1536.2,2133.6,0.666,1.147,1.0,1.2,150.0,1.4950440000000003,ft,27.94,in,68.58,in,16.0,150.0,cigr,True,True,True,190.5708773908819
250,40.135,0.344,7.917,32.218,576.512,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.6,5.2,06:21:00,EXT ML,14,N,N,5.97,194.029,02:20,23.667,CMFL,1025,65000,E.R. WELD,24,1341.6,1481.1,2057.0,1385.5,1924.3,1472.1,2044.5,0.692,1.102,1.0,1.2,180.0,2.4131016,ft,116.83999999999999,in,132.07999999999998,in,13.0,180.0,gene,True,True,True,571.1492542084559
250,40.135,0.344,10.335,29.803,578.927,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.2,3.5,06:08:00,EXT ML,14,N,N,5.97,194.211,02:20,23.876,CMFL,1025,65000,E.R. WELD,24,1341.6,1533.2,2129.5,1517.1,2107.1,1530.1,2125.1,0.669,1.143,1.0,1.2,180.0,3.1501080000000004,ft,30.479999999999997,in,88.89999999999999,in,18.0,180.0,gene,True,True,True,876.6733296217676
250,40.135,0.344,10.84,29.295,579.436,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.5,1.9,06:08:00,EXT ML,14,N,N,5.97,194.25,02:20,24.295,CMFL,1025,65000,E.R. WELD,24,1341.6,1478.5,2053.5,1386.8,1926.1,1491.0,2070.9,0.693,1.103,1.0,1.2,180.0,3.3040320000000003,ft,114.3,in,48.26,in,13.0,180.0,gene,True,True,True,940.4821212196675
250,40.135,0.344,14.222,25.912,582.818,Metal Loss,External,12.0,0.041,27.0,PITT,20.0,,,,1.6,1.0,06:12:00,EXT ML,14,N,N,5.97,194.505,02:20,24.295,CMFL,1025,65000,E.R. WELD,24,1341.6,1533.2,2129.5,1510.8,2098.4,1530.3,2125.4,0.669,1.143,0.6,1.2,180.0,4.3348656,ft,40.64,in,25.4,in,12.0,180.0,corrosion,True,True,True,1367.8114938614453
250,40.135,0.344,15.778,24.357,584.373,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.6,3.6,05:51:00,EXT ML,14,N,N,5.97,194.622,02:20,22.201,CMFL,1025,65000,E.R. WELD,24,1341.6,1517.4,2107.5,1470.2,2042.0,1511.5,2099.2,0.676,1.132,1.0,1.2,150.0,4.8091344000000005,ft,66.03999999999999,in,91.44,in,11.0,150.0,gene,True,True,True,1564.4183844086388
250,40.135,0.344,20.535,19.603,589.127,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,9.3,4.8,06:08:00,EXT ML,14,N,N,5.97,194.982,02:20,22.41,CMFL,1025,65000,E.R. WELD,24,1341.6,1454.0,2019.5,1313.8,1824.7,1437.7,1996.8,0.705,1.084,1.0,1.2,180.0,6.259068,ft,236.22,in,121.91999999999999,in,11.0,180.0,gene,True,True,True,2165.48456585658
250,40.135,0.344,24.042,16.096,592.635,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.1,3.8,06:04:00,EXT ML,14,N,N,5.97,195.246,02:20,24.295,CMFL,1025,65000,E.R. WELD,24,1341.6,1484.3,2061.5,1400.0,1944.5,1482.2,2058.6,0.691,1.107,1.0,1.2,180.0,7.328001600000001,ft,104.13999999999999,in,96.52,in,13.0,180.0,gene,True,True,True,2608.6081938443735
250,40.135,0.344,25.846,14.288,594.442,Metal Loss,External,11.0,0.038,26.0,PITT,20.0,,,,1.6,1.0,06:02:00,EXT ML,14,N,N,5.97,195.383,02:20,23.248,CMFL,1025,65000,E.R. WELD,24,1341.6,1533.8,2130.3,1511.0,2098.6,1531.0,2126.5,0.668,1.144,0.6,1.2,180.0,7.8778608000000006,ft,40.64,in,25.4,in,11.0,180.0,corrosion,True,True,True,2836.5508869980595
250,40.135,0.344,26.837,13.297,595.433,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.5,1.0,05:56:00,EXT ML,14,N,N,5.97,195.457,02:20,22.619,CMFL,1025,65000,E.R. WELD,24,1341.6,1534.7,2131.5,1514.0,2102.7,1532.0,2127.8,0.668,1.144,0.6,1.2,150.0,8.1799176,ft,38.099999999999994,in,25.4,in,13.0,150.0,corrosion,True,True,True,2961.767743381265
250,40.135,0.344,39.127,1.01,607.72,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.1,1.6,09:38:00,EXT ML,14,N,N,5.97,196.385,02:20,29.531,CMFL,1025,65000,E.R. WELD,24,1341.6,1509.7,2096.8,1449.4,2013.0,1502.3,2086.6,0.679,1.126,1.0,1.2,270.0,11.9259096,ft,78.74,in,40.64,in,11.0,270.0,gene,True,True,True,4514.658929001446
250,40.135,0.344,39.839,0.295,608.435,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.5,4.0,09:11:00,EXT ML,14,N,N,5.97,196.439,02:20,32.254,CMFL,1025,65000,E.R. WELD,24,1341.6,1501.7,2085.7,1451.4,2015.8,1492.1,2072.4,0.683,1.12,1.0,1.2,270.0,12.1429272,ft,63.5,in,101.6,in,17.0,270.0,gene,True,True,True,4604.623007452346
260,31.342,0.344,,,608.73,Girth Weld,,,,,,,,,,,,,GIRTH WELD,7,,,5.97,196.461,02:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
260,31.342,0.344,0.328,31.014,609.058,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.8,1.3,10:18:00,EXT ML,7,N,N,5.97,196.486,02:00,23.248,CMFL,1025,65000,E.R. WELD,24,1341.6,1490.6,2070.2,1411.5,1960.4,1479.4,2054.8,0.688,1.111,1.0,1.2,300.0,0.0999744,ft,96.52,in,33.019999999999996,in,13.0,300.0,gene,True,True,True,-387.7515763587983
260,31.342,0.344,0.44,30.902,609.17,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,10.4,4.0,04:22:00,EXT ML,7,N,N,5.97,196.495,02:00,14.451,CMFL,1025,65000,E.R. WELD,24,1341.6,1432.6,1989.7,1283.2,1782.2,1462.2,2030.8,0.716,1.066,1.0,1.2,120.0,0.134112,ft,264.15999999999997,in,101.6,in,13.0,120.0,gene,True,True,True,-373.599923568769
260,31.342,0.344,0.633,30.709,609.364,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,4.1,4.6,08:19:00,EXT ML,7,N,N,5.97,196.509,02:00,36.652,CMFL,1025,65000,E.R. WELD,24,1341.6,1460.0,2027.8,1369.3,1901.7,1460.4,2028.3,0.702,1.088,1.0,1.2,240.0,0.1929384,ft,104.13999999999999,in,116.83999999999999,in,18.0,240.0,gene,True,True,True,-349.21359331452203
260,31.342,0.344,1.329,30.013,610.059,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,4.5,3.8,03:03:00,EXT ML,7,N,N,5.97,196.562,02:00,5.864,CMFL,1025,65000,E.R. WELD,24,1341.6,1429.9,1985.9,1329.8,1846.9,1418.1,1969.6,0.717,1.068,1.0,1.2,90.0,0.40507920000000003,ft,114.3,in,96.52,in,21.0,90.0,gene,True,True,True,-261.2711795479113
260,31.342,0.344,,,638.602,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2021 DIG 1 RECOAT START,7,,,5.97,198.502,02:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
260,31.342,0.344,30.354,0.988,639.085,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,2.4,1.5,05:41:00,EXT ML,7,N,N,5.97,198.535,02:00,23.248,CMFL,1025,65000,E.R. WELD,24,1341.6,1457.3,2024.0,1392.9,1934.6,1435.2,1993.4,0.703,1.085,1.0,1.2,150.0,9.2518992,ft,60.959999999999994,in,38.099999999999994,in,33.0,150.0,gene,True,True,True,3406.1549117967397
260,31.342,0.344,30.364,0.978,639.094,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.6,3.6,03:01:00,EXT ML,7,N,N,5.97,198.535,02:00,6.493,CMFL,1025,65000,E.R. WELD,24,1341.6,1498.9,2081.8,1445.1,2007.1,1488.8,2067.8,0.684,1.118,1.0,1.2,90.0,9.2549472,ft,66.03999999999999,in,91.44,in,17.0,90.0,gene,True,True,True,3407.4184522244204
260,31.342,0.344,30.446,0.896,639.177,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,3.0,3.1,04:35:00,EXT ML,7,N,N,5.97,198.541,02:00,16.336,CMFL,1025,65000,E.R. WELD,24,1341.6,1459.2,2026.7,1385.5,1924.3,1439.8,1999.8,0.703,1.087,1.0,1.2,120.0,9.2799408,ft,76.19999999999999,in,78.74,in,25.0,120.0,gene,True,True,True,3417.7794837314063
260,31.342,0.344,,,639.357,Attachment,,,,,,,,,,,,05:00:00,ATTACHMENT,7,,,5.97,198.553,02:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,150.0,,ft,,in,,in,,150.0,,False,False,False,
260,31.342,0.344,,,639.816,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2021 DIG 1 RECOAT END,7,,,5.97,198.584,02:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
270,9.603,0.5,,,640.072,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,198.602,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
270,9.603,0.5,,,644.836,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 5.5D - 24° OVER,0,,,4.14,198.917,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
280,8.278,0.5,,,649.675,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,4.14,199.229,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
280,8.278,0.5,,,653.793,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 5.9D - 18° LEFT,1,,,4.14,199.498,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
280,8.278,0.5,7.444,0.837,657.119,Metal Loss,External,39.0,0.195,54.0,GENE,20.0,,,,3.1,3.7,05:50:00,EXT ML,1,N,N,4.14,199.719,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,1926.6,2675.9,1820.4,2528.3,1881.6,2613.4,0.532,1.071,1.0,1.2,150.0,2.2689312,ft,78.74,in,93.98,in,39.0,150.0,gene,True,True,True,511.38379197913565
290,15.026,0.344,,,657.956,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.500/0.344IN,4,,,5.97,199.774,10:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
290,15.026,0.344,0.381,14.646,658.333,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,5.2,5.1,09:02:00,EXT ML,4,N,N,5.97,199.799,10:32,10.263,CMFL,1025,65000,E.R. WELD,24,1341.6,1403.5,1949.4,1287.4,1788.1,1409.1,1957.0,0.73,1.046,1.0,1.2,270.0,0.1161288,ft,132.07999999999998,in,129.54,in,23.0,270.0,gene,True,True,True,-381.054812092088
290,15.026,0.344,0.62,14.403,658.576,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,3.3,3.4,10:15:00,EXT ML ( NEAR SW ),4,N,N,5.97,199.815,10:32,1.676,CMFL,1025,65000,E.R. WELD,24,1341.6,1485.1,2062.6,1411.0,1959.7,1472.4,2045.0,0.69,1.105,1.0,1.2,300.0,0.188976,ft,83.82,in,86.36,in,17.0,300.0,gene,True,True,True,-350.8561958705076
290,15.026,0.344,13.081,1.942,671.037,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,8.1,6.9,04:55:00,EXT ML,4,N,N,5.97,200.687,10:32,36.652,CMFL,1025,65000,E.R. WELD,24,1341.6,1411.7,1960.6,1270.0,1763.9,1388.6,1928.7,0.726,1.05,1.0,1.2,120.0,3.9870888,ft,205.73999999999998,in,175.26,in,17.0,120.0,gene,True,True,True,1223.6415310630218
290,15.026,0.344,13.412,1.614,671.365,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,12.1,10.2,08:56:00,EXT ML,4,N,N,5.97,200.71,10:32,8.378,CMFL,1025,65000,E.R. WELD,24,1341.6,1289.5,1791.0,1126.3,1564.3,1318.6,1831.3,0.795,0.963,1.0,1.2,240.0,4.0879776,ft,307.34,in,259.08,in,26.0,240.0,gene,True,True,True,1265.4647192192695
300,8.235,0.5,,,672.979,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,200.824,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
300,8.235,0.5,,,677.152,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 5.6D - 20° UNDER,0,,,4.14,201.11,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
310,8.77,0.344,,,681.214,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.500/0.344IN,1,,,5.97,201.377,10:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
310,8.77,0.344,0.512,8.261,681.726,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,3.3,6.5,03:10:00,EXT ML,1,N,N,5.97,201.41,10:00,30.578,CMFL,1025,65000,E.R. WELD,24,1341.6,1448.5,2011.7,1368.9,1901.3,1442.3,2003.2,0.708,1.081,1.0,1.2,90.0,0.15605760000000002,ft,83.82,in,165.1,in,24.0,90.0,gene,True,True,True,-364.5024324894644
320,10.279,0.344,,,689.987,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,202.012,01:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
330,40.059,0.344,,,700.266,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,202.805,02:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
330,40.059,0.344,,,700.371,AGM,,,,,,,,,,,,,AGM 1 - AT LINE MARKER / 38' DOWNSTREAM OF SERVICE DR.,0,,,5.97,202.814,02:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
340,11.46,0.5,,,740.325,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,206.029,08:28,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
340,11.46,0.5,,,746.05,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 5.8D - 28° LEFT,0,,,4.14,206.481,08:28,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
350,6.047,0.344,,,751.785,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.500/0.344IN,0,,,5.97,206.927,01:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
360,30.732,0.344,,,757.835,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,207.431,10:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
360,30.732,0.344,,,772.854,Field Bend,,,,,,,,,,,,,BEND-COLD LEFT,0,,,5.97,208.709,10:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
370,37.838,0.344,,,788.563,Girth Weld,,,,,,,,,,,,,GIRTH WELD,8,,,5.97,210.039,04:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
370,37.838,0.344,0.469,37.369,789.035,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,18.5,4.1,04:51:00,INT ML ( ON SW ),8,N,N,5.97,210.078,04:56,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1424.5,1978.5,1255.4,1743.6,1408.8,1956.6,0.72,1.06,1.0,1.2,120.0,0.1429512,ft,469.9,in,104.13999999999999,in,12.0,120.0,gene,True,True,True,-369.9356563284935
370,37.838,0.344,3.839,34.003,792.402,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,22.9,4.2,04:41:00,INT ML ( ON SW ),8,N,N,5.97,210.381,04:56,0.209,CMFL,1025,65000,E.R. WELD,24,1341.6,1390.8,1931.7,1223.0,1698.6,1426.6,1981.3,0.737,1.04,1.0,1.2,120.0,1.1701272,ft,581.66,in,106.67999999999999,in,14.0,120.0,gene,True,True,True,55.87746780006711
370,37.838,0.344,7.077,30.764,795.64,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,13.5,4.1,04:58:00,INT ML ( ON SW ),8,N,N,5.97,210.696,04:56,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1416.7,1967.6,1262.4,1753.4,1460.9,2029.0,0.724,1.059,1.0,1.2,120.0,2.1570696000000003,ft,342.9,in,104.13999999999999,in,13.0,120.0,gene,True,True,True,465.0118582832361
370,37.838,0.344,8.491,29.35,797.054,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,10.4,5.0,04:54:00,INT ML ( ON SW ),8,N,N,5.97,210.834,04:56,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1454.8,2020.5,1314.4,1825.6,1483.5,2060.4,0.705,1.087,1.0,1.2,120.0,2.5880568,ft,264.15999999999997,in,127.0,in,10.0,120.0,gene,True,True,True,643.6764747573561
370,37.838,0.344,13.858,23.983,802.421,Metal Loss,Internal,12.0,0.041,27.0,AXGR,20.0,,,,14.0,1.1,04:47:00,INT ML ( NEAR SW ),8,N,N,5.97,211.358,04:56,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1427.8,1983.1,1270.6,1764.7,1405.9,1952.6,0.718,1.065,1.0,1.2,120.0,4.2239184000000005,ft,355.59999999999997,in,27.94,in,12.0,120.0,axgr,True,True,True,1321.8186222938505
370,37.838,0.344,19.259,18.583,807.822,Metal Loss,Internal,16.0,0.055,31.0,GENE,20.0,,,,7.0,1.8,04:48:00,INT ML ( ON SW ),8,N,N,5.97,211.884,04:56,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1425.5,1979.8,1300.3,1806.0,1402.1,1947.3,0.719,1.065,1.0,1.2,120.0,5.8701432,ft,177.79999999999998,in,45.72,in,16.0,120.0,gene,True,True,True,2004.2568072844606
370,37.838,0.344,25.784,12.054,814.35,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,10.2,1.3,04:51:00,INT ML ( ON SW ),8,N,N,5.97,212.521,04:56,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1438.9,1998.4,1295.9,1799.8,1418.8,1970.5,0.712,1.074,1.0,1.2,120.0,7.8589632,ft,259.08,in,33.019999999999996,in,12.0,120.0,gene,True,True,True,2828.716936346436
370,37.838,0.344,35.797,2.044,824.36,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,20.0,1.6,05:02:00,INT ML ( ON SW ),8,N,N,5.97,213.497,04:56,0.628,CMFL,1025,65000,E.R. WELD,24,1341.6,1439.6,1999.5,1274.9,1770.7,1420.1,1972.3,0.712,1.075,1.0,1.2,150.0,10.910925599999999,ft,508.0,in,40.64,in,10.0,150.0,gene,True,True,True,4093.8999665836095
380,40.223,0.344,,,826.404,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,213.696,02:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
390,40.082,0.344,,,866.627,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,224.698,01:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
400,40.092,0.344,,,906.709,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,237.018,02:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
400,40.092,0.344,25.374,14.715,932.083,Metal Loss,External,11.0,0.038,26.0,GENE,15.0,,,,8.2,2.4,06:07:00,*EXT ML,1,Y,Y,5.97,243.503,02:56,20.106,CMFL,1025,65000,E.R. WELD,24,1341.6,1462.2,2030.9,1326.9,1842.9,1446.4,2008.9,0.701,1.088,0.8,1.0,180.0,7.7339952,ft,208.27999999999997,in,60.959999999999994,in,11.0,180.0,gene,True,True,True,2776.9117788115072
410,12.533,0.5,,,946.798,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.344/0.500IN,1,,,4.14,247.179,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
410,12.533,0.5,,,953.104,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 5.9D - 33° RIGHT,1,,,4.14,248.705,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
410,12.533,0.5,11.722,0.807,958.524,Metal Loss,External,23.0,0.115,38.0,GENE,20.0,,,,4.8,3.8,02:02:00,EXT ML,1,N,N,4.14,249.989,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,1945.0,2701.3,1816.0,2522.2,1912.6,2656.4,0.527,1.081,1.0,1.2,60.0,3.5728656,ft,121.91999999999999,in,96.52,in,23.0,60.0,gene,True,True,True,1051.9263869411484
420,29.659,0.344,,,959.331,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.500/0.344IN,1,,,5.97,250.18,09:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
420,29.659,0.344,0.666,28.993,959.997,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,15.0,7.2,03:20:00,EXT ML,1,N,N,5.97,250.338,09:52,31.416,CMFL,1025,65000,E.R. WELD,24,1341.6,1259.3,1749.1,1082.4,1503.3,1362.9,1892.9,0.814,0.936,1.0,1.2,90.0,0.20299680000000003,ft,381.0,in,182.88,in,28.0,90.0,gene,True,True,True,-345.0439099031741
430,13.76,0.5,,,988.99,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,257.934,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
430,13.76,0.5,,,995.863,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 6.1D - 37° RIGHT,0,,,4.14,259.733,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
440,40.177,0.344,,,1002.749,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.500/0.344IN,0,,,5.97,261.529,02:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
440,40.177,0.344,,,1012.694,Field Bend,,,,,,,,,,,,,BEND-COLD RIGHT,0,,,5.97,264.208,02:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
450,39.993,0.344,,,1042.927,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,272.44,08:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
460,40.167,0.344,,,1082.923,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,283.405,07:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
470,40.003,0.344,,,1123.091,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,294.499,04:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
