J. no.,J. len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
,,0.344,-39.46,1438.75,870.3431,Cluster,17.0,,6.48,15.12,,08:03:00,YES,,240.0,438.531,ft,164.592,in,384.04799999999994,in,17.0,240.0,cluster,True,True,True
550.0,35.05,0.344,,1439.23,870.3956,Girth Weld,,,,,,,,,,438.67730400000005,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.01,1439.24,870.3961,Cluster,12.0,,5.89,7.73,,09:11:00,YES,,270.0,438.680352,ft,149.606,in,196.342,in,12.0,270.0,cluster,True,True,True
,,0.344,-0.02,1439.25,870.3977,Cluster,10.0,,4.03,5.74,,02:12:00,YES,,60.0,438.6834,ft,102.362,in,145.796,in,10.0,60.0,cluster,True,True,True
,,0.344,-9.19,1448.43,871.3845,Cluster,10.0,,1.15,3.46,,07:38:00,YES,,210.0,441.481464,ft,29.209999999999997,in,87.884,in,10.0,210.0,cluster,True,True,True
,,0.344,-15.41,1454.64,872.043,Cluster,11.0,,3.89,10.58,,09:12:00,YES,,270.0,443.3742720000001,ft,98.806,in,268.73199999999997,in,11.0,270.0,cluster,True,True,True
,,0.344,-19.3,1458.54,872.4545,Cluster,10.0,,0.62,1.8,,09:57:00,YES,,270.0,444.562992,ft,15.748,in,45.72,in,10.0,270.0,cluster,True,True,True
,,0.344,-22.61,1461.84,872.8023,Cluster,11.0,,8.21,8.67,,09:27:00,YES,,270.0,445.568832,ft,208.53400000000002,in,220.218,in,11.0,270.0,cluster,True,True,True
,,0.344,-23.36,1462.59,872.881,Cluster,10.0,,11.21,11.42,,08:49:00,YES,,240.0,445.797432,ft,284.734,in,290.068,in,10.0,240.0,cluster,True,True,True
,,0.344,-24.14,1463.37,872.9627,Cluster,10.0,,19.98,11.21,,01:04:00,YES,,30.0,446.035176,ft,507.49199999999996,in,284.734,in,10.0,30.0,cluster,True,True,True
,,0.344,-25.66,1464.89,873.1228,Cluster,10.0,,13.72,11.71,,01:04:00,YES,,30.0,446.49847200000005,ft,348.488,in,297.434,in,10.0,30.0,cluster,True,True,True
,,0.344,-26.78,1466.02,873.2407,Cluster,10.0,,21.9,12.67,,09:03:00,YES,,270.0,446.842896,ft,556.2599999999999,in,321.818,in,10.0,270.0,cluster,True,True,True
,,0.344,-27.2,1466.43,873.2848,Cluster,10.0,,10.44,10.05,,01:09:00,YES,,30.0,446.967864,ft,265.176,in,255.27,in,10.0,30.0,cluster,True,True,True
,,0.344,-34.64,1473.88,874.0644,Cluster,10.0,,5.68,10.33,,01:26:00,YES,,30.0,449.2386240000001,ft,144.272,in,262.382,in,10.0,30.0,cluster,True,True,True
560.0,39.99,0.344,,1474.28,874.1065,Girth Weld,,,,,,,,,,449.360544,ft,,in,,in,,,weld,False,False,True
,,0.344,-3.61,1477.89,874.4844,Cluster,11.0,,34.78,13.8,,09:03:00,YES,,270.0,450.46087200000005,ft,883.412,in,350.52,in,11.0,270.0,cluster,True,True,True
,,0.344,-6.85,1481.13,874.8229,metal loss,10.0,,0.59,0.55,,03:23:00,YES,,90.0,451.44842400000005,ft,14.985999999999999,in,13.97,in,10.0,90.0,corrosion,True,True,True
,,0.344,-6.97,1481.25,874.8359,Cluster,10.0,,5.84,12.13,,01:04:00,YES,,30.0,451.485,ft,148.33599999999998,in,308.102,in,10.0,30.0,cluster,True,True,True
,,0.344,-14.31,1488.59,875.6039,metal loss,10.0,,0.51,0.63,,09:19:00,YES,,270.0,453.722232,ft,12.953999999999999,in,16.002,in,10.0,270.0,corrosion,True,True,True
,,0.344,-19.76,1494.04,876.1739,Cluster,11.0,,20.58,12.23,,08:52:00,YES,,240.0,455.383392,ft,522.732,in,310.642,in,11.0,240.0,cluster,True,True,True
,,0.344,-33.6,1507.88,877.6284,Cluster,10.0,,7.0,7.88,,01:14:00,YES,,30.0,459.6018240000001,ft,177.79999999999998,in,200.152,in,10.0,30.0,cluster,True,True,True
,,0.344,-36.69,1510.97,877.9545,Cluster,11.0,,4.04,6.24,,01:46:00,YES,,30.0,460.54365600000006,ft,102.616,in,158.496,in,11.0,30.0,cluster,True,True,True
,,0.344,-38.02,1512.3,878.0946,Cluster,10.0,,4.52,6.97,,09:43:00,YES,,270.0,460.94904,ft,114.80799999999998,in,177.03799999999998,in,10.0,270.0,cluster,True,True,True
570.0,40.03,0.344,,1514.27,878.3024,Girth Weld,,,,,,,,,,461.54949600000003,ft,,in,,in,,,weld,False,False,True
,,0.344,-3.38,1517.65,878.6589,Cluster,10.0,,12.73,8.61,,01:33:00,YES,,30.0,462.57972000000007,ft,323.342,in,218.69399999999996,in,10.0,30.0,cluster,True,True,True
,,0.344,-4.14,1518.41,878.7387,Cluster,10.0,,10.87,6.7,,01:02:00,YES,,30.0,462.8113680000001,ft,276.09799999999996,in,170.18,in,10.0,30.0,cluster,True,True,True
,,0.344,-28.16,1542.43,881.2638,Cluster,10.0,,6.01,5.8,,01:47:00,YES,,30.0,470.13266400000003,ft,152.654,in,147.32,in,10.0,30.0,cluster,True,True,True
,,0.344,-39.61,1553.88,882.4519,Cluster,10.0,,4.56,8.27,,10:11:00,YES,,300.0,473.62262400000003,ft,115.82399999999998,in,210.05799999999996,in,10.0,300.0,cluster,True,True,True
580.0,39.99,0.344,,1554.3,882.4955,Girth Weld,,,,,,,,,,473.75064000000003,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.75,1560.05,883.08,metal loss,11.0,,0.75,0.55,,09:56:00,YES,,270.0,475.50324,ft,19.049999999999997,in,13.97,in,11.0,270.0,corrosion,True,True,True
,,0.344,-9.49,1563.79,883.4539,Cluster,10.0,,10.93,6.66,,10:26:00,YES,,300.0,476.643192,ft,277.62199999999996,in,169.164,in,10.0,300.0,cluster,True,True,True
,,0.344,-17.53,1571.84,884.2396,Cluster,11.0,,4.52,3.33,,10:40:00,YES,,300.0,479.096832,ft,114.80799999999998,in,84.582,in,11.0,300.0,cluster,True,True,True
,,0.344,-21.56,1575.87,884.6258,Cluster,15.0,,7.39,6.91,,10:35:00,YES,,300.0,480.325176,ft,187.706,in,175.51399999999998,in,15.0,300.0,cluster,True,True,True
,,0.344,-27.71,1582.01,885.2172,Cluster,10.0,,3.26,4.34,,10:37:00,YES,,300.0,482.19664800000004,ft,82.80399999999999,in,110.23599999999999,in,10.0,300.0,cluster,True,True,True
,,0.344,-29.84,1584.15,885.4233,Cluster,14.0,,3.89,3.14,,10:35:00,YES,,300.0,482.8489200000001,ft,98.806,in,79.756,in,14.0,300.0,cluster,True,True,True
,,0.344,-30.3,1584.61,885.4672,Cluster,11.0,,13.44,6.97,,10:37:00,YES,,300.0,482.989128,ft,341.376,in,177.03799999999998,in,11.0,300.0,cluster,True,True,True
,,0.344,-33.22,1587.53,885.749,Cluster,10.0,,4.07,6.97,,10:14:00,YES,,300.0,483.879144,ft,103.378,in,177.03799999999998,in,10.0,300.0,cluster,True,True,True
,,0.344,-39.49,1593.8,886.361,Cluster,10.0,,5.5,16.65,,09:06:00,YES,,270.0,485.79024,ft,139.7,in,422.90999999999997,in,10.0,270.0,cluster,True,True,True
590.0,40.11,0.344,,1594.3,886.4096,Girth Weld,,,,,,,,,,485.94264,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.7,1595.0,886.478,Cluster,14.0,,5.1,20.55,,08:21:00,YES,,240.0,486.156,ft,129.54,in,521.97,in,14.0,240.0,cluster,True,True,True
,,0.344,-0.81,1595.1,886.4883,metal loss,20.0,,1.18,6.34,1.87,06:57:00,YES,,180.0,486.18648,ft,29.971999999999998,in,161.036,in,20.0,180.0,corrosion,True,True,True
,,0.344,-15.69,1609.99,887.9465,metal loss,10.0,,0.67,0.59,,12:24:00,YES,,0.0,490.72495200000003,ft,17.018,in,14.985999999999999,in,10.0,0.0,corrosion,True,True,True
,,0.344,-34.48,1628.77,889.7887,Cluster,11.0,,0.8,2.12,,10:29:00,YES,,300.0,496.449096,ft,20.32,in,53.848,in,11.0,300.0,cluster,True,True,True
,,0.344,-40.09,1634.38,890.3414,Cluster,10.0,,5.09,11.1,,09:54:00,YES,,270.0,498.15902400000004,ft,129.286,in,281.94,in,10.0,270.0,cluster,True,True,True
600.0,40.11,0.344,,1634.4,890.3433,Girth Weld,,,,,,,,,,498.16512000000006,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.01,1634.41,890.3443,Cluster,10.0,,6.9,26.12,,12:16:00,YES,,0.0,498.16816800000004,ft,175.26,in,663.448,in,10.0,0.0,cluster,True,True,True
,,0.344,-0.91,1635.31,890.4325,Cluster,11.0,,4.88,22.14,,12:19:00,YES,,0.0,498.442488,ft,123.95199999999998,in,562.356,in,11.0,0.0,cluster,True,True,True
,,0.344,-39.52,1673.93,894.1085,Cluster,11.0,,6.3,11.71,,09:27:00,YES,,270.0,510.21386400000006,ft,160.01999999999998,in,297.434,in,11.0,270.0,cluster,True,True,True
,,0.344,-40.11,1674.51,894.1603,Cluster,10.0,,5.08,12.73,,09:47:00,YES,,270.0,510.390648,ft,129.03199999999998,in,323.342,in,10.0,270.0,cluster,True,True,True
610.0,40.0,0.344,,1674.51,894.1604,Girth Weld,,,,,,,,,,510.390648,ft,,in,,in,,,weld,False,False,True
,,0.344,-22.33,1696.83,896.1156,Cluster,11.0,,0.92,2.85,,12:20:00,YES,,0.0,517.193784,ft,23.368,in,72.39,in,11.0,0.0,cluster,True,True,True
,,0.344,-39.58,1714.09,897.5261,Cluster,11.0,,5.06,11.94,,09:52:00,YES,,270.0,522.454632,ft,128.52399999999997,in,303.27599999999995,in,11.0,270.0,cluster,True,True,True
620.0,39.95,0.344,,1714.51,897.555,Girth Weld,,,,,,,,,,522.5826480000001,ft,,in,,in,,,weld,False,False,True
630.0,39.97,0.344,,1754.45,900.2311,Girth Weld,,,,,,,,,,534.7563600000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-36.06,1790.51,902.3065,Cluster,10.0,,2.77,2.26,,11:07:00,YES,,330.0,545.7474480000001,ft,70.35799999999999,in,57.40399999999999,in,10.0,330.0,cluster,True,True,True
640.0,27.04,0.344,,1794.43,902.4966,Girth Weld,,,,,,,,,,546.942264,ft,,in,,in,,,weld,False,False,True
650.0,40.01,0.344,,1821.46,903.6467,Girth Weld,,,,,,,,,,555.181008,ft,,in,,in,,,weld,False,False,True
660.0,39.89,0.344,,1861.47,904.9192,Girth Weld,,,,,,,,,,567.3760560000001,ft,,in,,in,,,weld,False,False,True
670.0,38.83,0.344,,1901.36,905.8059,Girth Weld,,,,,,,,,,579.534528,ft,,in,,in,,,weld,False,False,True
680.0,39.96,0.344,,1940.19,906.3068,Girth Weld,,,,,,,,,,591.369912,ft,,in,,in,,,weld,False,False,True
690.0,40.06,0.344,,1980.16,906.7852,Girth Weld,,,,,,,,,,603.552768,ft,,in,,in,,,weld,False,False,True
700.0,40.11,0.344,,2020.22,907.2594,Girth Weld,,,,,,,,,,615.763056,ft,,in,,in,,,weld,False,False,True
710.0,40.1,0.344,,2060.32,908.0495,Girth Weld,,,,,,,,,,627.9855360000001,ft,,in,,in,,,weld,False,False,True
720.0,40.03,0.344,,2100.43,909.357,Girth Weld,,,,,,,,,,640.211064,ft,,in,,in,,,weld,False,False,True
,,0.344,-4.02,2104.45,909.5225,metal loss,13.0,,0.51,0.59,,11:59:00,YES,,330.0,641.4363599999999,ft,12.953999999999999,in,14.985999999999999,in,13.0,330.0,corrosion,True,True,True
,,0.344,-11.71,2112.13,909.841,Cluster,10.0,,2.84,2.81,,11:54:00,YES,,330.0,643.777224,ft,72.136,in,71.374,in,10.0,330.0,cluster,True,True,True
,,0.344,-13.09,2113.52,909.8994,metal loss,14.0,,0.79,0.71,,06:42:00,YES,,180.0,644.2008960000001,ft,20.066,in,18.034,in,14.0,180.0,corrosion,True,True,True
,,0.344,-13.82,2114.25,909.9303,metal loss,10.0,,1.34,0.79,,11:06:00,YES,,330.0,644.4234,ft,34.036,in,20.066,in,10.0,330.0,corrosion,True,True,True
,,0.344,-18.3,2118.73,910.1192,Cluster,13.0,,2.03,3.02,,06:09:00,YES,,180.0,645.788904,ft,51.56199999999999,in,76.708,in,13.0,180.0,cluster,True,True,True
,,0.344,-20.1,2120.53,910.1957,metal loss,10.0,,0.35,0.71,,12:49:00,YES,,0.0,646.3375440000001,ft,8.889999999999999,in,18.034,in,10.0,0.0,corrosion,True,True,True
,,0.344,-21.44,2121.87,910.2533,Cluster,11.0,,2.93,4.88,,12:44:00,YES,,0.0,646.745976,ft,74.422,in,123.95199999999998,in,11.0,0.0,cluster,True,True,True
,,0.344,-22.62,2123.05,910.3039,metal loss,12.0,,0.75,0.83,,04:56:00,YES,,120.0,647.1056400000001,ft,19.049999999999997,in,21.081999999999997,in,12.0,120.0,corrosion,True,True,True
,,0.344,-23.67,2124.09,910.3487,metal loss,10.0,,0.71,0.71,,05:21:00,YES,,150.0,647.422632,ft,18.034,in,18.034,in,10.0,150.0,corrosion,True,True,True
,,0.344,-25.92,2126.34,910.4453,metal loss,11.0,,0.79,1.14,,06:03:00,YES,,180.0,648.1084320000001,ft,20.066,in,28.955999999999996,in,11.0,180.0,corrosion,True,True,True
,,0.344,-26.56,2126.98,910.4728,Cluster,22.0,,1.81,2.98,1.84,06:06:00,YES,,180.0,648.3035040000001,ft,45.974,in,75.692,in,22.0,180.0,cluster,True,True,True
,,0.344,-26.63,2127.06,910.476,Cluster,11.0,,2.38,2.05,,06:58:00,YES,,180.0,648.327888,ft,60.45199999999999,in,52.06999999999999,in,11.0,180.0,cluster,True,True,True
,,0.344,-36.07,2136.49,910.9471,metal loss,15.0,,0.75,0.71,,12:00:00,YES,,0.0,651.202152,ft,19.049999999999997,in,18.034,in,15.0,0.0,corrosion,True,True,True
,,0.344,-37.34,2137.77,911.0257,Cluster,12.0,,4.24,4.38,,11:17:00,YES,,330.0,651.592296,ft,107.696,in,111.252,in,12.0,330.0,cluster,True,True,True
,,0.344,-38.96,2139.38,911.1251,metal loss,11.0,,0.43,0.71,,11:57:00,YES,,330.0,652.083024,ft,10.921999999999999,in,18.034,in,11.0,330.0,corrosion,True,True,True
,,0.344,-39.88,2140.31,911.1823,metal loss,12.0,,0.67,0.71,,04:47:00,YES,,120.0,652.366488,ft,17.018,in,18.034,in,12.0,120.0,corrosion,True,True,True
730.0,40.04,0.344,,2140.46,911.1916,Girth Weld,,,,,,,,,,652.4122080000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-5.88,2146.34,911.5635,Cluster,10.0,,1.81,1.4,,11:59:00,YES,,330.0,654.2044320000001,ft,45.974,in,35.559999999999995,in,10.0,330.0,cluster,True,True,True
,,0.344,-7.73,2148.19,911.6828,metal loss,19.0,,0.79,0.55,,05:36:00,YES,,150.0,654.768312,ft,20.066,in,13.97,in,19.0,150.0,corrosion,True,True,True
,,0.344,-9.98,2150.44,911.8277,metal loss,10.0,,0.71,0.71,,07:16:00,YES,,210.0,655.454112,ft,18.034,in,18.034,in,10.0,210.0,corrosion,True,True,True
,,0.344,-13.06,2153.51,912.0268,metal loss,15.0,,0.91,0.91,,06:39:00,YES,,180.0,656.3898480000001,ft,23.114,in,23.114,in,15.0,180.0,corrosion,True,True,True
,,0.344,-17.03,2157.49,912.2906,metal loss,25.0,,0.71,0.63,1.88,06:58:00,YES,,180.0,657.602952,ft,18.034,in,16.002,in,25.0,180.0,corrosion,True,True,True
,,0.344,-19.12,2159.58,912.4296,metal loss,10.0,,1.26,1.06,,11:44:00,YES,,330.0,658.239984,ft,32.004,in,26.924,in,10.0,330.0,corrosion,True,True,True
,,0.344,-20.62,2161.08,912.529,metal loss,17.0,,0.63,0.55,,06:40:00,YES,,180.0,658.697184,ft,16.002,in,13.97,in,17.0,180.0,corrosion,True,True,True
,,0.344,-34.16,2174.62,913.456,metal loss,12.0,,0.87,0.91,,06:31:00,YES,,180.0,662.824176,ft,22.098,in,23.114,in,12.0,180.0,corrosion,True,True,True
,,0.344,-36.31,2176.77,913.6075,metal loss,14.0,,0.59,0.79,,12:04:00,YES,,0.0,663.479496,ft,14.985999999999999,in,20.066,in,14.0,0.0,corrosion,True,True,True
,,0.344,-38.82,2179.28,913.7847,metal loss,10.0,,0.59,0.71,,04:34:00,YES,,120.0,664.2445440000001,ft,14.985999999999999,in,18.034,in,10.0,120.0,corrosion,True,True,True
,,0.344,-38.99,2179.45,913.7965,Cluster,11.0,,2.76,4.38,,05:04:00,YES,,150.0,664.2963599999999,ft,70.10399999999998,in,111.252,in,11.0,150.0,cluster,True,True,True
740.0,40.07,0.344,,2180.5,913.8707,Girth Weld,,,,,,,,,,664.6164,ft,,in,,in,,,weld,False,False,True
,,0.344,-1.23,2181.73,913.9577,metal loss,12.0,,1.61,0.83,,05:17:00,YES,,150.0,664.991304,ft,40.894,in,21.081999999999997,in,12.0,150.0,corrosion,True,True,True
,,0.344,-3.76,2184.26,914.1366,metal loss,10.0,,0.51,0.71,,12:11:00,YES,,0.0,665.7624480000001,ft,12.953999999999999,in,18.034,in,10.0,0.0,corrosion,True,True,True
,,0.344,-12.11,2192.61,914.7337,metal loss,12.0,,0.59,0.71,,07:18:00,YES,,210.0,668.307528,ft,14.985999999999999,in,18.034,in,12.0,210.0,corrosion,True,True,True
,,0.344,-13.63,2194.13,914.8433,metal loss,11.0,,0.71,0.59,,11:58:00,YES,,330.0,668.7708240000001,ft,18.034,in,14.985999999999999,in,11.0,330.0,corrosion,True,True,True
,,0.344,-38.22,2218.72,916.6591,metal loss,12.0,,0.98,0.71,,05:13:00,YES,,150.0,676.265856,ft,24.892,in,18.034,in,12.0,150.0,corrosion,True,True,True
,,0.344,-39.74,2220.24,916.7737,Cluster,16.0,,3.12,2.77,,05:23:00,YES,,150.0,676.729152,ft,79.248,in,70.35799999999999,in,16.0,150.0,cluster,True,True,True
,,0.344,-39.74,2220.24,916.7741,metal loss,11.0,,0.91,0.59,,06:19:00,YES,,180.0,676.729152,ft,23.114,in,14.985999999999999,in,11.0,180.0,corrosion,True,True,True
750.0,39.82,0.344,,2220.57,916.7985,Girth Weld,,,,,,,,,,676.8297360000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-2.29,2222.85,916.9708,metal loss,15.0,,0.55,0.71,,07:15:00,YES,,210.0,677.52468,ft,13.97,in,18.034,in,15.0,210.0,corrosion,True,True,True
,,0.344,-6.11,2226.67,917.2614,metal loss,10.0,,0.59,0.71,,07:10:00,YES,,210.0,678.689016,ft,14.985999999999999,in,18.034,in,10.0,210.0,corrosion,True,True,True
,,0.344,-6.15,2226.72,917.2647,metal loss,10.0,,0.91,0.63,,06:24:00,YES,,180.0,678.704256,ft,23.114,in,16.002,in,10.0,180.0,corrosion,True,True,True
,,0.344,-7.41,2227.98,917.3608,metal loss,12.0,,0.63,0.71,,07:20:00,YES,,210.0,679.088304,ft,16.002,in,18.034,in,12.0,210.0,corrosion,True,True,True
,,0.344,-8.24,2228.8,917.4236,metal loss,10.0,,0.71,0.71,,06:27:00,YES,,180.0,679.33824,ft,18.034,in,18.034,in,10.0,180.0,corrosion,True,True,True
,,0.344,-12.48,2233.04,917.7464,metal loss,13.0,,0.79,0.94,,06:24:00,YES,,180.0,680.630592,ft,20.066,in,23.875999999999998,in,13.0,180.0,corrosion,True,True,True
,,0.344,-12.61,2233.17,917.7564,Cluster,11.0,,1.76,1.11,,04:57:00,YES,,120.0,680.6702160000001,ft,44.704,in,28.194000000000003,in,11.0,120.0,cluster,True,True,True
,,0.344,-13.8,2234.36,917.8472,Cluster,11.0,,2.12,0.73,,07:33:00,YES,,210.0,681.0329280000001,ft,53.848,in,18.541999999999998,in,11.0,210.0,cluster,True,True,True
,,0.344,-14.13,2234.69,917.8724,metal loss,12.0,,0.63,0.71,,05:14:00,YES,,150.0,681.133512,ft,16.002,in,18.034,in,12.0,150.0,corrosion,True,True,True
,,0.344,-14.68,2235.25,917.9148,metal loss,10.0,,1.1,0.83,,06:23:00,YES,,180.0,681.3042,ft,27.94,in,21.081999999999997,in,10.0,180.0,corrosion,True,True,True
,,0.344,-18.33,2238.9,918.1934,Cluster,15.0,,2.34,1.11,,05:19:00,YES,,150.0,682.41672,ft,59.43599999999999,in,28.194000000000003,in,15.0,150.0,cluster,True,True,True
,,0.344,-20.64,2241.2,918.3697,metal loss,15.0,,0.67,0.71,,04:59:00,YES,,120.0,683.11776,ft,17.018,in,18.034,in,15.0,120.0,corrosion,True,True,True
,,0.344,-21.28,2241.84,918.4186,metal loss,12.0,,0.59,0.71,,05:26:00,YES,,150.0,683.3128320000001,ft,14.985999999999999,in,18.034,in,12.0,150.0,corrosion,True,True,True
,,0.344,-23.35,2243.92,918.5765,metal loss,17.0,,0.71,0.71,,06:21:00,YES,,180.0,683.946816,ft,18.034,in,18.034,in,17.0,180.0,corrosion,True,True,True
,,0.344,-24.32,2244.89,918.6503,metal loss,11.0,,0.75,0.63,,06:11:00,YES,,180.0,684.242472,ft,19.049999999999997,in,16.002,in,11.0,180.0,corrosion,True,True,True
,,0.344,-26.45,2247.01,918.811,metal loss,17.0,,0.87,0.71,,05:31:00,YES,,150.0,684.8886480000001,ft,22.098,in,18.034,in,17.0,150.0,corrosion,True,True,True
,,0.344,-28.19,2248.76,918.943,metal loss,16.0,,0.63,0.59,,06:26:00,YES,,180.0,685.4220480000001,ft,16.002,in,14.985999999999999,in,16.0,180.0,corrosion,True,True,True
,,0.344,-28.72,2249.29,918.9831,metal loss,10.0,,0.71,0.71,,06:01:00,YES,,180.0,685.5835920000001,ft,18.034,in,18.034,in,10.0,180.0,corrosion,True,True,True
,,0.344,-28.93,2249.5,918.9989,metal loss,11.0,,0.71,0.71,,06:28:00,YES,,180.0,685.6476,ft,18.034,in,18.034,in,11.0,180.0,corrosion,True,True,True
,,0.344,-33.35,2253.91,919.3328,metal loss,13.0,,0.47,0.71,,05:23:00,YES,,150.0,686.991768,ft,11.937999999999999,in,18.034,in,13.0,150.0,corrosion,True,True,True
,,0.344,-35.19,2255.76,919.4699,Cluster,18.0,,1.94,0.69,,05:25:00,YES,,150.0,687.5556480000001,ft,49.275999999999996,in,17.525999999999996,in,18.0,150.0,cluster,True,True,True
,,0.344,-36.84,2257.41,919.5927,metal loss,13.0,,0.79,0.67,,06:25:00,YES,,180.0,688.058568,ft,20.066,in,17.018,in,13.0,180.0,corrosion,True,True,True
,,0.344,-37.56,2258.13,919.646,Cluster,11.0,,4.56,3.83,,04:55:00,YES,,120.0,688.2780240000001,ft,115.82399999999998,in,97.282,in,11.0,120.0,cluster,True,True,True
,,0.344,-39.55,2260.11,919.7917,Cluster,15.0,,3.11,3.31,,05:32:00,YES,,150.0,688.8815280000001,ft,78.99399999999999,in,84.074,in,15.0,150.0,cluster,True,True,True
760.0,40.06,0.344,,2260.38,919.8114,Girth Weld,,,,,,,,,,688.963824,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.08,2260.47,919.8172,Cluster,13.0,,1.57,4.48,,05:35:00,YES,,150.0,688.991256,ft,39.878,in,113.792,in,13.0,150.0,cluster,True,True,True
,,0.344,-1.62,2262.01,919.9293,metal loss,10.0,,0.67,0.71,,07:07:00,YES,,210.0,689.4606480000001,ft,17.018,in,18.034,in,10.0,210.0,corrosion,True,True,True
,,0.344,-3.59,2263.98,920.0726,Cluster,13.0,,1.66,0.69,,05:57:00,YES,,150.0,690.061104,ft,42.163999999999994,in,17.525999999999996,in,13.0,150.0,cluster,True,True,True
,,0.344,-5.62,2266.01,920.2201,metal loss,10.0,,0.47,0.71,,11:47:00,YES,,330.0,690.6798480000001,ft,11.937999999999999,in,18.034,in,10.0,330.0,corrosion,True,True,True
,,0.344,-6.88,2267.26,920.3112,metal loss,10.0,,0.79,0.59,,06:03:00,YES,,180.0,691.0608480000001,ft,20.066,in,14.985999999999999,in,10.0,180.0,corrosion,True,True,True
,,0.344,-8.13,2268.51,920.4023,metal loss,12.0,,0.55,0.71,,05:25:00,YES,,150.0,691.441848,ft,13.97,in,18.034,in,12.0,150.0,corrosion,True,True,True
,,0.344,-10.6,2270.99,920.5809,Cluster,10.0,,1.86,1.43,,06:27:00,YES,,180.0,692.1977519999999,ft,47.244,in,36.321999999999996,in,10.0,180.0,cluster,True,True,True
,,0.344,-30.04,2290.43,921.9339,Cluster,10.0,,3.88,0.71,,05:30:00,YES,,150.0,698.123064,ft,98.55199999999999,in,18.034,in,10.0,150.0,cluster,True,True,True
,,0.344,-30.6,2290.98,921.9714,Cluster,12.0,,1.62,3.27,,05:42:00,YES,,150.0,698.290704,ft,41.148,in,83.05799999999999,in,12.0,150.0,cluster,True,True,True
,,0.344,-39.67,2300.05,922.556,Cluster,15.0,,4.56,4.34,,05:52:00,YES,,150.0,701.0552400000001,ft,115.82399999999998,in,110.23599999999999,in,15.0,150.0,cluster,True,True,True
,,0.344,-39.74,2300.12,922.5602,Cluster,16.0,,4.03,8.09,,03:49:00,YES,,90.0,701.076576,ft,102.362,in,205.486,in,16.0,90.0,cluster,True,True,True
770.0,10.39,0.344,,2300.45,922.5808,Girth Weld,,,,,,,,,,701.17716,ft,,in,,in,,,weld,False,False,True
,,0.344,-1.84,2302.29,922.6964,metal loss,13.0,,0.67,0.71,,05:47:00,YES,,150.0,701.7379920000001,ft,17.018,in,18.034,in,13.0,150.0,corrosion,True,True,True
,,0.344,-9.55,2310.0,923.1627,metal loss,10.0,,1.02,0.87,,06:09:00,YES,,180.0,704.0880000000001,ft,25.907999999999998,in,22.098,in,10.0,180.0,corrosion,True,True,True
,,0.344,-10.08,2310.53,923.1944,metal loss,14.0,,0.98,0.87,,06:03:00,YES,,180.0,704.2495440000001,ft,24.892,in,22.098,in,14.0,180.0,corrosion,True,True,True
780.0,40.03,0.344,,2310.84,923.2127,Girth Weld,,,,,,,,,,704.3440320000001,ft,,in,,in,,,weld,False,False,True
790.0,15.06,0.5,,2350.86,925.498,Girth Weld,,,,,,,,"0.500""",,716.542128,ft,,in,,in,,,weld,False,False,True
,,,,2358.48,925.9077,Bend,,,,,,,,5.0D - 47° - Left,,718.8647040000001,ft,,in,,in,,,bend,False,False,True
800.0,23.8,0.344,,2365.92,926.2426,Girth Weld,,,,,,,,"0.344""",,721.132416,ft,,in,,in,,,weld,False,False,True
,,0.344,-2.37,2368.29,926.2914,Cluster,13.0,,5.62,5.97,,05:40:00,YES,,150.0,721.854792,ft,142.748,in,151.63799999999998,in,13.0,150.0,cluster,True,True,True
810.0,40.14,0.344,,2389.72,926.2387,Girth Weld,,,,,,,,,,728.386656,ft,,in,,in,,,weld,False,False,True
820.0,40.1,0.344,,2429.86,926.1467,Girth Weld,,,,,,,,,,740.6213280000001,ft,,in,,in,,,weld,False,False,True
830.0,40.09,0.344,,2469.96,926.181,Girth Weld,,,,,,,,,,752.8438080000001,ft,,in,,in,,,weld,False,False,True
840.0,40.08,0.344,,2510.05,926.2885,Girth Weld,,,,,,,,,,765.0632400000001,ft,,in,,in,,,weld,False,False,True
850.0,40.1,0.344,,2550.13,926.9249,Girth Weld,,,,,,,,,,777.2796240000001,ft,,in,,in,,,weld,False,False,True
860.0,40.1,0.344,,2590.23,928.7713,Girth Weld,,,,,,,,,,789.502104,ft,,in,,in,,,weld,False,False,True
870.0,40.07,0.344,,2630.32,931.6633,Girth Weld,,,,,,,,,,801.7215360000001,ft,,in,,in,,,weld,False,False,True
880.0,40.06,0.344,,2670.39,935.4431,Girth Weld,,,,,,,,,,813.934872,ft,,in,,in,,,weld,False,False,True
