J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2007
1020.0,40.11,0.344,,,3188.15,GirthWeld,,,,,,,,,,,0.7,746.43,,,,1160.0,65000.0,,1342.0,,,,,,,,,,971.7481200000001,ft,,in,,in,,,,False,False,False,999.1295807664218
1030.0,40.04,0.344,,,3228.27,GirthWeld,,,,,,,,,,,0.7,748.43,,,,1160.0,65000.0,,1342.0,,,,,,,,,,983.9766960000001,ft,,in,,in,,,,False,False,False,1011.3640328008212
1040.0,40.08,0.344,,,3268.31,GirthWeld,,,,,,,,,,,0.7,751.21,,,,1160.0,65000.0,,1342.0,,,,,,,,,,996.180888,ft,,in,,in,,,,False,False,False,1023.5740891183025
1050.0,40.07,0.344,,,3308.39,GirthWeld,,,,,,,,,,,0.7,754.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1008.397272,ft,,in,,in,,,,False,False,False,1035.7963432942431
1060.0,40.07,0.344,,,3348.46,GirthWeld,,,,,,,,,,,0.7,757.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1020.6106080000001,ft,,in,,in,,,,False,False,False,1048.015548005569
1070.0,40.1,0.344,,,3388.53,GirthWeld,,,,,,,,,,,0.7,761.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1032.8239440000002,ft,,in,,in,,,,False,False,False,1060.2347527168947
1080.0,40.04,0.344,,,3428.63,GirthWeld,,,,,,,,,,,0.7,765.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1045.0464240000001,ft,,in,,in,,,,False,False,False,1072.4631058220646
1090.0,40.09,0.344,,,3468.67,GirthWeld,,,,,,,,,,,0.7,769.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1057.250616,ft,,in,,in,,,,False,False,False,1084.6731621395459
1100.0,40.11,0.344,,,3508.76,GirthWeld,,,,,,,,,,,0.7,773.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1069.4700480000001,ft,,in,,in,,,,False,False,False,1096.898465780101
1110.0,39.99,0.344,,,3548.87,GirthWeld,,,,,,,,,,,0.7,776.91,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1081.695576,ft,,in,,in,,,,False,False,False,1109.1298683498858
1120.0,40.02,0.344,,,3588.86,GirthWeld,,,,,,,,,,,0.7,778.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1093.884528,ft,,in,,in,,,,False,False,False,1121.3246773442934
1130.0,40.05,0.344,,,3628.88,GirthWeld,,,,,,,,,,,0.7,780.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1106.0826240000001,ft,,in,,in,,,,False,False,False,1133.5286347325455
1140.0,40.01,0.344,,,3668.93,GirthWeld,,,,,,,,,,,0.7,777.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1118.289864,ft,,in,,in,,,,False,False,False,1145.7417405146416
1150.0,34.67,0.344,,,3708.93,GirthWeld,,,,,,,,,,,0.7,770.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1130.481864,ft,,in,,in,,,,False,False,False,1157.939598973664
1160.0,39.61,0.344,,,3743.6,GirthWeld,,,,,,,,,,,0.7,769.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1141.04928,ft,,in,,in,,,,False,False,False,1168.5120927930216
1170.0,40.03,0.344,,,3783.21,GirthWeld,,,,,,,,,,,0.7,778.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1153.1224080000002,ft,,in,,in,,,,False,False,False,1180.5910221320687
1180.0,40.06,0.344,,,3823.24,GirthWeld,,,,,,,,,,,0.7,790.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1165.323552,ft,,in,,in,,,,False,False,False,1192.7980289849352
1190.0,40.02,0.344,,,3863.29,GirthWeld,,,,,,,,,,,0.7,804.66,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1177.530792,ft,,in,,in,,,,False,False,False,1205.0111347670313
1200.0,40.03,0.344,,,3903.31,GirthWeld,,,,,,,,,,,0.7,816.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1189.728888,ft,,in,,in,,,,False,False,False,1217.2150921552834
1210.0,40.06,0.344,,,3943.33,GirthWeld,,,,,,,,,,,0.7,818.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1201.926984,ft,,in,,in,,,,False,False,False,1229.419049543535
1220.0,40.07,0.344,,,3983.39,GirthWeld,,,,,,,,,,,0.7,812.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1214.137272,ft,,in,,in,,,,False,False,False,1241.635204790246
1230.0,40.14,0.344,,,4023.46,GirthWeld,,,,,,,,,,,0.7,805.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1226.350608,ft,,in,,in,,,,False,False,False,1253.8544095015718
1240.0,28.04,0.344,,,4063.6,GirthWeld,,,,,,,,,,,0.7,794.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1238.58528,ft,,in,,in,,,,False,False,False,1266.0949604652008
1250.0,40.15,0.344,,,4091.65,GirthWeld,,,,,,,,,,,0.7,788.39,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1247.1349200000002,ft,,in,,in,,,,False,False,False,1274.6487087095904
1260.0,40.06,0.344,,,4131.8,GirthWeld,,,,,,,,,,,0.7,780.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1259.37264,ft,,in,,in,,,,False,False,False,1286.892309137834
1270.0,39.99,0.344,,,4171.86,GirthWeld,,,,,,,,,,,0.7,775.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1271.582928,ft,,in,,in,,,,False,False,False,1299.108464384545
1280.0,39.96,0.344,,,4211.84,GirthWeld,,,,,,,,,,,0.7,770.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1283.7688320000002,ft,,in,,in,,,,False,False,False,1311.300223914338
1290.0,39.99,0.344,,,4251.81,GirthWeld,,,,,,,,,,,0.7,764.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1295.951688,ft,,in,,in,,,,False,False,False,1323.4889339795159
1300.0,40.0,0.344,,,4291.8,GirthWeld,,,,,,,,,,,0.7,759.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1308.14064,ft,,in,,in,,,,False,False,False,1335.6837429739237
1310.0,40.02,0.344,,,4331.8,GirthWeld,,,,,,,,,,,0.7,752.81,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1320.33264,ft,,in,,in,,,,False,False,False,1347.881601432946
1320.0,39.98,0.344,,,4371.82,GirthWeld,,,,,,,,,,,0.7,742.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1332.530736,ft,,in,,in,,,,False,False,False,1360.0855588211978
1330.0,40.04,0.344,,,4411.8,GirthWeld,,,,,,,,,,,0.7,730.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1344.71664,ft,,in,,in,,,,False,False,False,1372.2773183509908
1340.0,40.0,0.344,,,4451.84,GirthWeld,,,,,,,,,,,0.7,715.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1356.920832,ft,,in,,in,,,,False,False,False,1384.487374668472
1350.0,40.02,0.344,,,4491.84,GirthWeld,,,,,,,,,,,0.7,701.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1369.112832,ft,,in,,in,,,,False,False,False,1396.6852331274945
1360.0,40.04,0.344,,,4531.86,GirthWeld,,,,,,,,,,,0.7,686.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1381.3109279999999,ft,,in,,in,,,,False,False,False,1408.8891905157463
1370.0,40.0,0.344,,,4571.9,GirthWeld,,,,,,,,,,,0.7,672.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1393.51512,ft,,in,,in,,,,False,False,False,1421.0992468332279
1380.0,40.01,0.344,,,4611.9,GirthWeld,,,,,,,,,,,0.7,657.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1405.70712,ft,,in,,in,,,,False,False,False,1433.2971052922503
1390.0,39.85,0.344,,,4651.91,GirthWeld,,,,,,,,,,,0.7,644.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1417.902168,ft,,in,,in,,,,False,False,False,1445.4980132158876
1400.0,40.1,0.344,,,4691.76,GirthWeld,,,,,,,,,,,0.7,631.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1430.0484480000002,ft,,in,,in,,,,False,False,False,1457.6501297056886
1410.0,40.09,0.344,,,4731.85,GirthWeld,,,,,,,,,,,0.7,617.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1442.26788,ft,,in,,in,,,,False,False,False,1469.8754333462439
1420.0,40.0,0.344,,,4771.94,GirthWeld,,,,,,,,,,,0.7,604.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1454.487312,ft,,in,,in,,,,False,False,False,1482.100736986799
1430.0,39.99,0.344,,,4811.94,GirthWeld,,,,,,,,,,,0.7,591.43,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1466.679312,ft,,in,,in,,,,False,False,False,1494.2985954458213
1440.0,40.05,0.344,,,4851.93,GirthWeld,,,,,,,,,,,0.7,578.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1478.8682640000002,ft,,in,,in,,,,False,False,False,1506.4934044402291
1450.0,27.98,0.344,,,4891.97,GirthWeld,,,,,,,,,,,0.7,566.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1491.072456,ft,,in,,in,,,,False,False,False,1518.7034607577104
1460.0,39.89,0.344,,,4919.95,GirthWeld,,,,,,,,,,,0.7,559.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1499.60076,ft,,in,,in,,,,False,False,False,1527.2358627497965
1470.0,39.86,0.344,,,4959.83,GirthWeld,,,,,,,,,,,0.7,549.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1511.756184,ft,,in,,in,,,,False,False,False,1539.3971276334419
1480.0,36.52,0.344,,,4999.69,GirthWeld,,,,,,,,,,,0.7,540.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1523.905512,ft,,in,,in,,,,False,False,False,1551.5522935878578
1490.0,40.08,0.344,,,5036.21,GirthWeld,,,,,,,,,,,0.7,533.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1535.036808,ft,,in,,in,,,,False,False,False,1562.6889383609453
1500.0,30.51,0.344,,,5076.28,GirthWeld,,,,,,,,,,,0.7,525.94,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1547.250144,ft,,in,,in,,,,False,False,False,1574.9081430722708
1510.0,40.05,0.344,,,5106.79,GirthWeld,,,,,,,,,,,0.7,519.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1556.549592,ft,,in,,in,,,,False,False,False,1584.2120596118903
1520.0,40.15,0.344,,,5146.85,GirthWeld,,,,,,,,,,,0.7,512.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1568.7598800000003,ft,,in,,in,,,,False,False,False,1596.4282148586015
1530.0,38.78,0.344,,,5186.99,GirthWeld,,,,,,,,,,,0.7,504.39,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1580.994552,ft,,in,,in,,,,False,False,False,1608.6687658222302
1530.0,,,,,5207.38,AGM,,,,,,,,,AGM#2 AT PLM/ ON ROW,,,500.42,,,,,,,,,,,,,,,,,1587.2094240000001,ft,,in,,in,,,,False,False,False,1614.886624171717
1540.0,40.1,0.344,,,5225.78,GirthWeld,,,,,,,,,,,0.7,499.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1592.817744,ft,,in,,in,,,,False,False,False,1620.497639062867
1550.0,40.05,0.344,,,5265.88,GirthWeld,,,,,,,,,,,0.7,497.08,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1605.040224,ft,,in,,in,,,,False,False,False,1632.725992168037
1560.0,40.11,0.344,,,5305.93,GirthWeld,,,,,,,,,,,0.7,494.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1617.2474640000003,ft,,in,,in,,,,False,False,False,1644.9390979501334
1570.0,40.16,0.344,,,5346.04,GirthWeld,,,,,,,,,,,0.7,493.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1629.472992,ft,,in,,in,,,,False,False,False,1657.1705005199178
1580.0,40.09,0.344,,,5386.2,GirthWeld,,,,,,,,,,,0.7,492.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1641.71376,ft,,in,,in,,,,False,False,False,1669.4171504127764
1590.0,22.91,0.344,,,5426.28,GirthWeld,,,,,,,,,,,0.7,491.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1653.930144,ft,,in,,in,,,,False,False,False,1681.6394045887166
1600.0,40.13,0.344,,,5449.19,GirthWeld,,,,,,,,,,,0.7,491.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1660.913112,ft,,in,,in,,,,False,False,False,1688.6257280211219
1610.0,40.07,0.344,,,5489.32,GirthWeld,,,,,,,,,,,0.7,490.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1673.144736,ft,,in,,in,,,,False,False,False,1700.863229520136
1620.0,22.96,0.344,,,5529.39,GirthWeld,,,,,,,,,,,0.7,489.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1685.3580720000002,ft,,in,,in,,,,False,False,False,1713.082434231462
1630.0,40.09,0.344,,,5552.35,GirthWeld,,,,,,,,,,,0.7,488.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1692.3562800000002,ft,,in,,in,,,,False,False,False,1720.0840049869407
1640.0,15.31,0.344,,,5592.44,GirthWeld,,,,,,,,,,,0.7,487.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1704.575712,ft,,in,,in,,,,False,False,False,1732.309308627496
1650.0,40.06,0.344,,,5607.75,GirthWeld,,,,,,,,,,,0.7,487.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1709.2422000000001,ft,,in,,in,,,,False,False,False,1736.9780389526868
1660.0,40.06,0.344,,,5647.81,GirthWeld,,,,,,,,,,,0.7,486.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1721.4524880000001,ft,,in,,in,,,,False,False,False,1749.1941941993978
1670.0,40.04,0.344,,,5687.87,GirthWeld,,,,,,,,,,,0.7,485.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1733.6627760000001,ft,,in,,in,,,,False,False,False,1761.4103494461087
1680.0,26.45,0.344,,,5727.92,GirthWeld,,,,,,,,,,,0.7,484.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1745.870016,ft,,in,,in,,,,False,False,False,1773.6234552282046
1690.0,40.0,0.344,,,5754.37,GirthWeld,,,,,,,,,,,0.7,483.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1753.931976,ft,,in,,in,,,,False,False,False,1781.6892891342334
1700.0,40.05,0.344,,,5794.37,GirthWeld,,,,,,,,,,,0.7,482.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1766.123976,ft,,in,,in,,,,False,False,False,1793.8871475932558
1710.0,40.03,0.344,,,5834.42,GirthWeld,,,,,,,,,,,0.7,480.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1778.331216,ft,,in,,in,,,,False,False,False,1806.100253375352
1720.0,40.09,0.344,,,5874.45,GirthWeld,,,,,,,,,,,0.7,478.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1790.53236,ft,,in,,in,,,,False,False,False,1818.3072602282184
1730.0,40.08,0.344,,,5914.54,GirthWeld,,,,,,,,,,,0.7,477.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1802.751792,ft,,in,,in,,,,False,False,False,1830.5325638687737
1740.0,40.03,0.344,,,5954.62,GirthWeld,,,,,,,,,,,0.7,475.9,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1814.968176,ft,,in,,in,,,,False,False,False,1842.7548180447143
1750.0,40.06,0.344,,,5994.65,GirthWeld,,,,,,,,,,,0.7,476.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1827.16932,ft,,in,,in,,,,False,False,False,1854.9618248975808
1760.0,36.93,0.344,,,6034.71,GirthWeld,,,,,,,,,,,0.7,476.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1839.3796080000002,ft,,in,,in,,,,False,False,False,1867.177980144292
1770.0,40.05,0.344,,,6071.64,GirthWeld,,,,,,,,,,,0.7,476.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1850.6358720000003,ft,,in,,in,,,,False,False,False,1878.4396529665844
1780.0,40.04,0.344,,,6111.68,GirthWeld,,,,,,,,,,,0.7,477.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1862.8400640000002,ft,,in,,in,,,,False,False,False,1890.6497092840657
1790.0,40.01,0.344,,,6151.73,GirthWeld,,,,,,,,,,,0.7,477.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1875.047304,ft,,in,,in,,,,False,False,False,1902.8628150661616
1800.0,40.04,0.344,,,6191.74,GirthWeld,,,,,,,,,,,0.7,477.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1887.242352,ft,,in,,in,,,,False,False,False,1915.0637229897989
1810.0,40.07,0.344,,,6231.78,GirthWeld,,,,,,,,,,,0.7,477.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1899.4465440000001,ft,,in,,in,,,,False,False,False,1927.2737793072804
1820.0,39.92,0.344,,,6271.85,GirthWeld,,,,,,,,,,,0.7,477.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1911.6598800000002,ft,,in,,in,,,,False,False,False,1939.4929840186062
1830.0,40.13,0.344,,,6311.77,GirthWeld,,,,,,,,,,,0.7,477.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1923.8274960000003,ft,,in,,in,,,,False,False,False,1951.6664467607106
1840.0,40.11,0.344,,,6351.91,GirthWeld,,,,,,,,,,,0.7,477.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1936.0621680000002,ft,,in,,in,,,,False,False,False,1963.9069977243396
1850.0,19.36,0.344,,,6392.02,GirthWeld,,,,,,,,,,,0.7,478.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1948.2876960000003,ft,,in,,in,,,,False,False,False,1976.1384002941243
1860.0,39.94,0.344,,,6411.38,GirthWeld,,,,,,,,,,,0.7,478.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1954.1886240000001,ft,,in,,in,,,,False,False,False,1982.042163788291
1870.0,40.01,0.344,,,6451.32,GirthWeld,,,,,,,,,,,0.7,478.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1966.362336,ft,,in,,in,,,,False,False,False,1994.2217254596246
1880.0,39.97,0.344,,,6491.33,GirthWeld,,,,,,,,,,,0.7,479.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1978.5573840000002,ft,,in,,in,,,,False,False,False,2006.422633383262
1890.0,40.0,0.344,,,6531.29,GirthWeld,,,,,,,,,,,0.7,480.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,,1990.737192,ft,,in,,in,,,,False,False,False,2018.6082939838254
1900.0,40.0,0.344,,,6571.3,GirthWeld,,,,,,,,,,,0.7,480.53,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2002.93224,ft,,in,,in,,,,False,False,False,2030.8092019074625
1910.0,39.93,0.344,,,6611.29,GirthWeld,,,,,,,,,,,0.7,480.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2015.121192,ft,,in,,in,,,,False,False,False,2043.00401090187
1920.0,39.99,0.344,,,6651.22,GirthWeld,,,,,,,,,,,0.7,481.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2027.2918560000003,ft,,in,,in,,,,False,False,False,2055.1805231085896
1930.0,39.93,0.344,,,6691.21,GirthWeld,,,,,,,,,,,0.7,481.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2039.480808,ft,,in,,in,,,,False,False,False,2067.3753321029967
1940.0,39.98,0.344,,,6731.14,GirthWeld,,,,,,,,,,,0.7,481.93,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2051.651472,ft,,in,,in,,,,False,False,False,2079.5518443097158
1950.0,31.98,0.344,,,6771.13,GirthWeld,,,,,,,,,,,0.7,482.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2063.840424,ft,,in,,in,,,,False,False,False,2091.7466533041234
1960.0,40.1,0.344,,,6803.11,GirthWeld,,,,,,,,,,,0.7,483.3,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2073.587928,ft,,in,,in,,,,False,False,False,2101.498841142112
1970.0,20.66,0.344,,,6843.2,GirthWeld,,,,,,,,,,,0.7,484.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2085.8073600000002,ft,,in,,in,,,,False,False,False,2113.7241447826673
1980.0,39.99,0.344,,,6863.86,GirthWeld,,,,,,,,,,,0.7,484.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2092.104528,ft,,in,,in,,,,False,False,False,2120.024338676752
1990.0,39.99,0.344,,,6903.85,GirthWeld,,,,,,,,,,,0.7,485.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2104.2934800000003,ft,,in,,in,,,,False,False,False,2132.21914767116
2000.0,39.92,0.344,,,6943.85,GirthWeld,,,,,,,,,,,0.7,486.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2116.4854800000003,ft,,in,,in,,,,False,False,False,2144.4170061301825
2010.0,32.86,0.344,,,6983.77,GirthWeld,,,,,,,,,,,0.7,485.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2128.6530960000005,ft,,in,,in,,,,False,False,False,2156.590468872287
2020.0,40.01,0.344,,,7016.64,GirthWeld,,,,,,,,,,,0.7,484.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2138.6718720000003,ft,,in,,in,,,,False,False,False,2166.6140590609884
2030.0,40.03,0.344,,,7056.65,GirthWeld,,,,,,,,,,,0.7,484.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2150.86692,ft,,in,,in,,,,False,False,False,2178.8149669846252
2040.0,39.95,0.344,,,7096.68,GirthWeld,,,,,,,,,,,0.7,483.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2163.068064,ft,,in,,in,,,,False,False,False,2191.021973837492
2050.0,40.04,0.344,,,7136.64,GirthWeld,,,,,,,,,,,0.7,482.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2175.2478720000004,ft,,in,,in,,,,False,False,False,2203.2076344380557
2060.0,40.06,0.344,,,7176.67,GirthWeld,,,,,,,,,,,0.7,482.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2187.449016,ft,,in,,in,,,,False,False,False,2215.414641290922
2070.0,40.05,0.344,,,7216.73,GirthWeld,,,,,,,,,,,0.7,482.21,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2199.659304,ft,,in,,in,,,,False,False,False,2227.6307965376327
2080.0,40.05,0.344,,,7256.79,GirthWeld,,,,,,,,,,,0.7,481.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2211.869592,ft,,in,,in,,,,False,False,False,2239.846951784344
2090.0,40.05,0.344,,,7296.84,GirthWeld,,,,,,,,,,,0.7,480.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2224.076832,ft,,in,,in,,,,False,False,False,2252.0600575664403
2090.0,,,,,7301.09,Tap,,,,,,,,12:00:00,,,,480.75,,,,,,,,,,,,,,,,0.0,2225.372232,ft,,in,,in,,0.0,,True,False,False,2253.3560800277114
2090.0,,,,,7303.08,Tap,,,,,,,,12:00:00,,,,480.62,,,,,,,,,,,,,,,,0.0,2225.978784,ft,,in,,in,,0.0,,True,False,False,2253.9629234860477
2100.0,40.1,0.344,,,7336.88,GirthWeld,,,,,,,,,,,0.7,477.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2236.2810240000003,ft,,in,,in,,,,False,False,False,2264.270113883922
2110.0,40.1,0.344,,,7376.98,GirthWeld,,,,,,,,,,,0.7,470.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2248.503504,ft,,in,,in,,,,False,False,False,2276.4984669890914
2120.0,39.96,0.344,,,7417.07,GirthWeld,,,,,,,,,,,0.7,461.56,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2260.722936,ft,,in,,in,,,,False,False,False,2288.723770629647
2130.0,40.07,0.344,,,7457.04,GirthWeld,,,,,,,,,,,0.7,451.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2272.905792,ft,,in,,in,,,,False,False,False,2300.912480694825
2140.0,40.12,0.344,,,7497.1,GirthWeld,,,,,,,,,,,0.7,439.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2285.1160800000002,ft,,in,,in,,,,False,False,False,2313.1286359415362
2150.0,40.09,0.344,,,7537.23,GirthWeld,,,,,,,,,,,0.7,424.81,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2297.347704,ft,,in,,in,,,,False,False,False,2325.3661374405497
2160.0,40.1,0.344,,,7577.32,GirthWeld,,,,,,,,,,,0.7,410.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2309.567136,ft,,in,,in,,,,False,False,False,2337.5914410811056
2170.0,40.09,0.344,,,7617.42,GirthWeld,,,,,,,,,,,0.7,396.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2321.789616,ft,,in,,in,,,,False,False,False,2349.8197941862754
2180.0,40.12,0.344,,,7657.51,GirthWeld,,,,,,,,,,,0.7,382.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2334.0090480000003,ft,,in,,in,,,,False,False,False,2362.045097826831
2190.0,40.1,0.344,,,7697.63,GirthWeld,,,,,,,,,,,0.7,368.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2346.2376240000003,ft,,in,,in,,,,False,False,False,2374.2795498612304
2200.0,40.05,0.344,,,7737.73,GirthWeld,,,,,,,,,,,0.7,353.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2358.460104,ft,,in,,in,,,,False,False,False,2386.5079029664
2210.0,10.9,0.344,,,7777.78,GirthWeld,,,,,,,,,,,0.7,340.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2370.667344,ft,,in,,in,,,,False,False,False,2398.721008748496
2220.0,40.1,0.344,,,7788.68,GirthWeld,,,,,,,,,,,0.7,336.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2373.989664,ft,,in,,in,,,,False,False,False,2402.04492517858
2230.0,40.09,0.344,,,7828.78,GirthWeld,,,,,,,,,,,0.7,322.48,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2386.212144,ft,,in,,in,,,,False,False,False,2414.2732782837497
2240.0,40.08,0.344,,,7868.87,GirthWeld,,,,,,,,,,,0.7,308.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2398.431576,ft,,in,,in,,,,False,False,False,2426.4985819243047
2250.0,39.86,0.344,,,7908.95,GirthWeld,,,,,,,,,,,0.7,295.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,,2410.6479600000002,ft,,in,,in,,,,False,False,False,2438.7208361002454
